review_text,rating,len_char,len_word,tokens_clean,clean_text
I loved the game but it needs way more storage now 😔,4,52,12,"['loved', 'game', 'need', 'way', 'storage']",loved game need way storage
I can't wait for the sparkle banner to rerun😮‍💨,4,47,9,"['not', 'wait', 'sparkle', 'banner', 'rerun']",not wait sparkle banner rerun
"I love honkai Star Rail, and I started playing 6 months after the game was released. I love how the characters and places are as well as the bosses, which are fun, but I do have to say I wished we could play the game on the vr because most of the time my phone lags a bit and I would rather play on my vr. if any developers can do something about it I would love it cause I love this game.",5,389,83,"['love', 'start', 'month', 'game', 'release', 'love', 'character', 'place', 'well', 'boss', 'fun', 'say', 'wish', 'could', 'game', 'vr', 'phone', 'lags', 'bit', 'would', 'rather', 'vr', 'developer', 'something', 'would', 'love', 'cause', 'love', 'game']",love start month game release love character place well boss fun say wish could game vr phone lags bit would rather vr developer something would love cause love game
"favourite hoyo game! extremely gracious, characters don't really matter to hard (at least in my experience) the only complaint is that the tutorial is waaaaayyy too long. but I've been playing since 1.0 and I sincerely enjoy this game more than genshin",5,252,42,"['favourite', 'game', 'extremely', 'gracious', 'character', 'not', 'really', 'matter', 'hard', 'least', 'experience', 'complaint', 'tutorial', 'waaaaayyy', 'long', 'since', 'sincerely', 'enjoy', 'game']",favourite game extremely gracious character not really matter hard least experience complaint tutorial waaaaayyy long since sincerely enjoy game
hoyo... how am i supposed to play if you won't let me log in?? I've been trying for a whole week already to get in through my fb account!!!!!,2,141,29,"['suppose', 'not', 'let', 'log', 'try', 'whole', 'week', 'already', 'get', 'fb', 'account']",suppose not let log try whole week already get fb account
whyyy mem isn't a permanent companion I'm not satisfied others want it as a permanent companion in game instead you people disappointed everyone by turning it into person no wonder the game is only in three star you pissed off everyone 😡😡😡😡,1,240,42,"['whyyy', 'mem', 'not', 'permanent', 'companion', 'not', 'satisfy', 'others', 'want', 'permanent', 'companion', 'game', 'instead', 'people', 'disappoint', 'everyone', 'turn', 'person', 'no', 'wonder', 'game', 'three', 'piss', 'everyone']",whyyy mem not permanent companion not satisfy others want permanent companion game instead people disappoint everyone turn person no wonder game three piss everyone
Worst game ever. Very disappointing defo do not play!!,1,54,9,"['bad', 'game', 'ever', 'disappoint', 'defo', 'not']",bad game ever disappoint defo not
they gave me so good,5,20,5,"['give', 'good']",give good
Always be my fav game,5,21,5,"['always', 'favorite', 'game']",always favorite game
no need for words game itself is peak! and for upcoming updates will always eat! HSR has truly become my favourite turn based game! and thanks for giving the trauma too,5,168,31,"['no', 'need', 'word', 'game', 'peak', 'upcoming', 'update', 'always', 'eat', 'truly', 'become', 'favourite', 'turn', 'base', 'game', 'thanks', 'give', 'trauma']",no need word game peak upcoming update always eat truly become favourite turn base game thanks give trauma
"Honestly this game has been good. The only thing that pisses me off is that everytime i want to log in to the game i got ""error code 1001_3"". this actually disturbs my play time and it usually take 20 mins of trying to log in until i can play the game. Please fix this omg. ihave been having this problem for MONTHS and its still not fixed.",3,340,68,"['honestly', 'game', 'good', 'thing', 'piss', 'everytime', 'want', 'log', 'game', 'get', 'error', 'code', '1001_3', 'actually', 'disturbs', 'usually', 'take', '20', 'min', 'try', 'log', 'game', 'please', 'fix', 'omg', 'ihave', 'problem', 'month', 'still', 'not', 'fix']",honestly game good thing piss everytime want log game get error code 1001_3 actually disturbs usually take 20 min try log game please fix omg ihave problem month still not fix
"""You will be milked like there is no tomorrow"" that was the current state of the game, they release 2 new characters each patch. they will be usefull only for a short time, because powercreep in this game is so high. And the potential of the characters is lock behind either on Lightcone (Weapon), Eidolons, or even both. Kinda sad tbh, even my account with Monthly Supply Express cannot even keep up. i think i'm gonna stop spending in this game.",2,447,81,"['milk', 'like', 'no', 'tomorrow', 'current', 'state', 'game', 'release', 'new', 'character', 'patch', 'usefull', 'short', 'powercreep', 'game', 'high', 'potential', 'character', 'lock', 'behind', 'either', 'lightcone', 'weapon', 'eidolons', 'even', 'kinda', 'sad', 'tbh', 'even', 'account', 'monthly', 'supply', 'express', 'not', 'even', 'keep', 'think', 'gon', 'na', 'stop', 'spending', 'game']",milk like no tomorrow current state game release new character patch usefull short powercreep game high potential character lock behind either lightcone weapon eidolons even kinda sad tbh even account monthly supply express not even keep think gon na stop spending game
BUFF CYRENE YOU DIDNT GIVE HER GOOD ANIMATIONS FOR NOTHING,1,58,10,"['buff', 'cyrene', 'not', 'give', 'good', 'animation', 'nothing']",buff cyrene not give good animation nothing
Wish it were on Xbox,3,20,5,"['wish', 'xbox']",wish xbox
my son plays it every day thank you,4,35,8,"['son', 'play', 'every', 'day', 'thank']",son play every day thank
"can't get myself to enjoy the story, every cn gacha dev should learn what a good dialogue and a good pacing is and please have some creativity especially on character design, learn to create something original",1,209,36,"['not', 'get', 'enjoy', 'story', 'every', 'cn', 'gacha', 'dev', 'learn', 'good', 'dialogue', 'good', 'pacing', 'please', 'creativity', 'especially', 'character', 'design', 'learn', 'create', 'something', 'original']",not get enjoy story every cn gacha dev learn good dialogue good pacing please creativity especially character design learn create something original
"I actually love this game, free 5 stars when you don't get the 5 star on gacha or if it ended and I actually love their ultimate, the good reason is they actually made an animation ult on 4 stars too maybe unlike gendhin impact, I actually love this game now than Genshin Impact because I haven't get any 5 stars there, Honksi star rail you're the best!",5,353,68,"['actually', 'love', 'game', 'free', 'star', 'not', 'get', 'gacha', 'end', 'actually', 'love', 'ultimate', 'good', 'reason', 'actually', 'make', 'animation', 'ult', 'star', 'maybe', 'unlike', 'gendhin', 'impact', 'actually', 'love', 'game', 'impact', 'get', 'star', 'honksi', 'best']",actually love game free star not get gacha end actually love ultimate good reason actually make animation ult star maybe unlike gendhin impact actually love game impact get star honksi best
cool game reminds me of the old school final fantasy saga,4,57,11,"['cool', 'game', 'remind', 'old', 'school', 'final', 'fantasy', 'saga']",cool game remind old school final fantasy saga
"This is actually my favorite game. I enjoy the stories very much. I find the writing, characterisations, and world building very appealing. However, this game can be very boring/repetitive. It barely has long-lasting events which makes maintenance and daily gameplay super dull. I wish we could do more things here, because if you have no resin you basically have nothing to do. Please fix Cyrene too",3,400,66,"['actually', 'favorite', 'game', 'enjoy', 'story', 'much', 'find', 'write', 'characterisation', 'world', 'building', 'appeal', 'however', 'game', 'boring', 'repetitive', 'barely', 'long', 'lasting', 'event', 'make', 'maintenance', 'daily', 'gameplay', 'super', 'dull', 'wish', 'could', 'thing', 'no', 'resin', 'basically', 'nothing', 'please', 'fix', 'cyrene']",actually favorite game enjoy story much find write characterisation world building appeal however game boring repetitive barely long lasting event make maintenance daily gameplay super dull wish could thing no resin basically nothing please fix cyrene
"it's a pretty good app, just like genshin impact, i love everything about it but it always kicks me out when i try to play it, for a brief momment i see a black screen before i get kicked out, i dowloaded this game on my chromebook and i don't know how to fix it, pls help me and tell me what to do !",2,300,65,"['pretty', 'good', 'app', 'like', 'impact', 'love', 'everything', 'always', 'kick', 'try', 'brief', 'momment', 'see', 'black', 'screen', 'get', 'kick', 'dowloaded', 'game', 'chromebook', 'not', 'know', 'fix', 'pls', 'help', 'tell']",pretty good app like impact love everything always kick try brief momment see black screen get kick dowloaded game chromebook not know fix pls help tell
"Update: it's been a long time since my initial happy and satisfied review but at this point I genuinely cannot recommend this game. the ongoing narrative is underwhelming and bad, combat has been reduced to just having the newest strongest units in the game requiring zero strategy and content has been incredibly light. if you're looking for a good turn based RPG just look into Expedition or Trails please this is not worth your time. hoping the last story patch delivers but if not I'm dropping.",1,498,86,"['update', 'long', 'since', 'initial', 'happy', 'satisfy', 'review', 'point', 'genuinely', 'not', 'recommend', 'game', 'ongoing', 'narrative', 'underwhelming', 'bad', 'combat', 'reduce', 'new', 'strong', 'unit', 'game', 'require', 'zero', 'strategy', 'incredibly', 'light', 'look', 'good', 'turn', 'base', 'rpg', 'look', 'expedition', 'trail', 'please', 'not', 'worth', 'hop', 'last', 'story', 'patch', 'delivers', 'not', 'drop']",update long since initial happy satisfy review point genuinely not recommend game ongoing narrative underwhelming bad combat reduce new strong unit game require zero strategy incredibly light look good turn base rpg look expedition trail please not worth hop last story patch delivers not drop
"come on, fix Cyrene's kit. the most anticipated character w the worst kit? the bad thing about hoyo is they never listen even when community pressures them. same thing about castorice global passive, shut the whole community down. the only reason I'm still playing this game because the story is good and characters design, but thats about it.",1,343,58,"['come', 'fix', 'cyrene', 'kit', 'anticipate', 'character', 'bad', 'kit', 'bad', 'thing', 'never', 'listen', 'even', 'community', 'pressure', 'thing', 'castorice', 'global', 'passive', 'shut', 'whole', 'community', 'reason', 'still', 'game', 'story', 'good', 'character', 'design', 'thats']",come fix cyrene kit anticipate character bad kit bad thing never listen even community pressure thing castorice global passive shut whole community reason still game story good character design thats
free to play friendly.,5,22,4,"['free', 'friendly']",free friendly
quite good also best for ESY GACHA RPG GAMES BUT ..4STAR FOR LOW MAPS ETC,4,73,15,"['quite', 'good', 'also', 'best', 'esy', 'gacha', 'rpg', '4star', 'low', 'map', 'etc']",quite good also best esy gacha rpg 4star low map etc
not a big fan of the turn based combat but at least let me jump,3,63,15,"['not', 'big', 'fan', 'turn', 'base', 'combat', 'least', 'let', 'jump']",not big fan turn base combat least let jump
the design are awesome and generous rewards at start of patches and two free good 5 star? and as in service wise good too tho their is the powercreep,5,149,29,"['design', 'awesome', 'generous', 'reward', 'start', 'patch', 'two', 'free', 'good', 'service', 'wise', 'good', 'tho', 'powercreep']",design awesome generous reward start patch two free good service wise good tho powercreep
I like this game. This game is so nice.So I am rating five star.💖🤗,5,66,14,"['like', 'game', 'game', 'nice', 'rating', 'five']",like game game nice rating five
Please give me soft pity even once,5,34,7,"['please', 'give', 'soft', 'pity', 'even']",please give soft pity even
become my favourite so far,5,26,5,"['become', 'favourite', 'far']",become favourite far
I can't even open the game!,1,27,6,"['not', 'even', 'open', 'game']",not even open game
"It's even less worth it after seeing this Cyrene v4 vkit, who knows what the developer was thinking",1,99,18,"['even', 'less', 'worth', 'see', 'cyrene', 'v4', 'vkit', 'know', 'developer', 'thinking']",even less worth see cyrene v4 vkit know developer thinking
MAKE CYRENES KIT BETTER. HER ULT REGENERATION IS SO SLOW AND TAKES A WHOLE CYCLE FOR IT TO TRIGGER. SHE NEEDS E2 AND YOU NERFED HER LIGHTCONE.,1,142,27,"['make', 'cyrenes', 'kit', 'well', 'ult', 'regeneration', 'slow', 'take', 'whole', 'cycle', 'trigger', 'need', 'eidolon_2', 'nerfed', 'lightcone']",make cyrenes kit well ult regeneration slow take whole cycle trigger need eidolon_2 nerfed lightcone
Powercrrep gila,5,15,2,"['powercrrep', 'gila']",powercrrep gila
I don't know I just like the game,5,33,8,"['not', 'know', 'like', 'game']",not know like game
"fix cyrene's kit, greedyverse makes the problems and sells the solution to their customers, what a dirty move",1,109,18,"['fix', 'cyrene', 'kit', 'greedyverse', 'make', 'problem', 'sell', 'solution', 'customer', 'dirty', 'move']",fix cyrene kit greedyverse make problem sell solution customer dirty move
"So overall this is a really great game, but whether your experience is good depends heavily on what device your playing on. It runs extremely slow on phones, lags and crashes a ton, even on the lowest settings. On a computer, however, it runs smoothly and easily on the highest settings. Besides that, the storyline is amazing, the characters are relatable, the dialogue is funny although can be tedious, and the battle mechanics are pretty fair. The visuals and graphics are incredible as well.",4,495,84,"['overall', 'really', 'great', 'game', 'whether', 'experience', 'good', 'depend', 'heavily', 'device', 'run', 'extremely', 'slow', 'phone', 'lag', 'crash', 'ton', 'even', 'low', 'setting', 'computer', 'however', 'run', 'smoothly', 'easily', 'high', 'setting', 'besides', 'storyline', 'amazing', 'character', 'relatable', 'dialogue', 'funny', 'although', 'tedious', 'battle', 'mechanic', 'pretty', 'fair', 'visuals', 'graphic', 'incredible', 'well']",overall really great game whether experience good depend heavily device run extremely slow phone lag crash ton even low setting computer however run smoothly easily high setting besides storyline amazing character relatable dialogue funny although tedious battle mechanic pretty fair visuals graphic incredible well
"I love this game to death, but the constant crashing and glitches with flickering screen has made playing this game a hassle. My phone is well above the device requirement and I have plenty of space, so I don't know what the problem is. If this problem is fixed I would love to rate the game 5 stars.",3,300,58,"['love', 'game', 'death', 'constant', 'crashing', 'glitch', 'flicker', 'screen', 'make', 'game', 'hassle', 'phone', 'well', 'device', 'requirement', 'plenty', 'space', 'not', 'know', 'problem', 'problem', 'fix', 'would', 'love', 'rate', 'game', 'star']",love game death constant crashing glitch flicker screen make game hassle phone well device requirement plenty space not know problem problem fix would love rate game star
"been playing since 2.0,and all updates so far have been amazing,though the end game is kinda annoying since of how hard it is to complete.. But this remains one of my favourite turn base game.",4,192,35,"['since', 'update', 'far', 'amaze', 'though', 'end', 'game', 'kinda', 'annoy', 'since', 'hard', 'complete', 'remain', 'one', 'favourite', 'turn', 'base', 'game']",since update far amaze though end game kinda annoy since hard complete remain one favourite turn base game
not a game for F2P,1,18,5,"['not', 'game', 'free_to_play']",not game free_to_play
"I absolutely loved Penacony, but don't really care for anything else in the game, except Yanqing, I care for Yanqing, he deserves the best. Still, the game just gets sooo boring at times.",4,187,33,"['absolutely', 'love', 'penacony', 'not', 'really', 'care', 'anything', 'else', 'game', 'except', 'yanqing', 'care', 'yanqing', 'deserves', 'best', 'still', 'game', 'get', 'sooo', 'boring', 'time']",absolutely love penacony not really care anything else game except yanqing care yanqing deserves best still game get sooo boring time
Cyrene needs better changes to her kit and make it completely viable for all amphoreus characters. Make her charge her ultimate faster.,1,135,22,"['cyrene', 'need', 'good', 'change', 'kit', 'make', 'completely', 'viable', 'amphoreus', 'character', 'make', 'charge', 'ultimate', 'faster']",cyrene need good change kit make completely viable amphoreus character make charge ultimate faster
"It was nice when it started but as the game progresses, it doesn't seem really worth it anymore story is fine, game system is good but with regards to hp inflation, powercreep, and now the demand of needing to pulling for a character with either their signature LC or eidilons is just very punishing, especially to those who are purely F2P. I love the game but just to consider the worthness, it's not worth it anymore if it keeps getting harder keep up.",1,454,83,"['nice', 'start', 'game', 'progress', 'not', 'seem', 'really', 'worth', 'anymore', 'story', 'fine', 'game', 'system', 'good', 'regard', 'health', 'inflation', 'powercreep', 'demand', 'need', 'pulling', 'character', 'either', 'signature', 'light_cone', 'eidilons', 'punish', 'especially', 'purely', 'free_to_play', 'love', 'game', 'consider', 'worthness', 'not', 'worth', 'anymore', 'keep', 'get', 'hard', 'keep']",nice start game progress not seem really worth anymore story fine game system good regard health inflation powercreep demand need pulling character either signature light_cone eidilons punish especially purely free_to_play love game consider worthness not worth anymore keep get hard keep
Terrible game to play if you want a game that actually requires strategy and thinking,2,85,15,"['terrible', 'game', 'want', 'game', 'actually', 'require', 'strategy', 'think']",terrible game want game actually require strategy think
"Can't login to my account anymore. It shows under hoyoverse app but whenever i login, it gives me a new account.",1,112,21,"['not', 'login', 'account', 'anymore', 'show', 'app', 'whenever', 'login', 'give', 'new', 'account']",not login account anymore show app whenever login give new account
the absolute mountain of power creep and then recently cyrenes kit just kills the entire game for me.,1,101,18,"['absolute', 'mountain', 'power', 'creep', 'recently', 'cyrenes', 'kit', 'kill', 'entire', 'game']",absolute mountain power creep recently cyrenes kit kill entire game
"Hoyoverse makes very good stories I tell you that. But gacha and gameplay, its literally dogwater. HSR Gacha will leave you crying especially if your f2p, because limited 5 star characters gets powercreeped heavily. And your favorite characters becomes useless, unless you really like the character and invest on them a lot. The game also gives on average small amounts of pulls like 40 or 50, which is not enough to guarantee a character. All in all: play for story, don't for the powercreep.",3,493,84,"['make', 'good', 'story', 'tell', 'gacha', 'gameplay', 'literally', 'dogwater', 'gacha', 'leave', 'cry', 'especially', 'free_to_play', 'limited', 'character', 'get', 'powercreeped', 'heavily', 'favorite', 'character', 'become', 'useless', 'unless', 'really', 'like', 'character', 'invest', 'lot', 'game', 'also', 'give', 'average', 'small', 'amount', 'pull', 'like', '40', '50', 'not', 'enough', 'guarantee', 'character', 'story', 'not', 'powercreep']",make good story tell gacha gameplay literally dogwater gacha leave cry especially free_to_play limited character get powercreeped heavily favorite character become useless unless really like character invest lot game also give average small amount pull like 40 50 not enough guarantee character story not powercreep
So my issue with honkai star rail is that I'm just doing the 3.6 quest and I accidently left it off from there and now I keep seeing the black screen pls hoyo fix this,5,167,35,"['issue', 'quest', 'accidently', 'leave', 'keep', 'see', 'black', 'screen', 'pls', 'fix']",issue quest accidently leave keep see black screen pls fix
HSR devs are getting increasingly greedy each patch and never listen...,1,71,11,"['devs', 'get', 'increasingly', 'greedy', 'patch', 'never', 'listen']",devs get increasingly greedy patch never listen
it's good better then other gacha games,4,39,7,"['good', 'good', 'gacha']",good good gacha
after downloading 4gb theres an additional 32gb really... what for,1,66,10,"['download', '4gb', 'there', 'additional', '32gb', 'really']",download 4gb there additional 32gb really
What's the point of the Beta Test if yall wont listen to your Community? do u really think putting here Solution on her E2 would make you worth praising?,1,153,29,"['point', 'beta', 'test', 'yall', 'not', 'listen', 'community', 'really', 'think', 'put', 'solution', 'eidolon_2', 'would', 'make', 'worth', 'praise']",point beta test yall not listen community really think put solution eidolon_2 would make worth praise
This game is amazing. The fact u can get so many characters the game play and places u can go as someone who mains jiaoqiu yanqing acheron and loucha they r some of the best characters out their SUNDAY LOOKS AMAZING HOYO I HOPE U CAN GIVE ME SUNDAY AND HIS LIGHT CONE EARLY PLS HOYO!!!(update got sunday and his light cone then mydei then seele and now trying to get anaxa),5,373,72,"['game', 'amaze', 'fact', 'get', 'many', 'character', 'game', 'place', 'go', 'someone', 'main', 'jiaoqiu', 'yanqing', 'acheron', 'loucha', 'best', 'character', 'sunday', 'look', 'amazing', 'hope', 'give', 'sunday', 'light', 'cone', 'early', 'pls', 'update', 'get', 'sunday', 'light', 'cone', 'mydei', 'seele', 'try', 'get', 'anaxa']",game amaze fact get many character game place go someone main jiaoqiu yanqing acheron loucha best character sunday look amazing hope give sunday light cone early pls update get sunday light cone mydei seele try get anaxa
"i love the game, please make more sexy male characters.",5,55,10,"['love', 'game', 'please', 'make', 'sexy', 'male', 'character']",love game please make sexy male character
"i enjoy the story, but my e6 premium firefly team could hardly keep up with the constant powercreeping of this game and its overshadowed majority of what i enjoy in this game now. hoyo is never beating the allegations of being the worst at endgame balancing.",1,258,46,"['enjoy', 'story', 'eidolon_6', 'premium', 'firefly', 'team', 'could', 'hardly', 'keep', 'constant', 'powercreep', 'game', 'overshadow', 'majority', 'enjoy', 'game', 'never', 'beat', 'allegation', 'bad', 'endgame', 'balance']",enjoy story eidolon_6 premium firefly team could hardly keep constant powercreep game overshadow majority enjoy game never beat allegation bad endgame balance
"Give Cyrene better kit and don't lock her potential on her E2, you Greedyverse.",1,79,14,"['give', 'cyrene', 'well', 'kit', 'not', 'lock', 'potential', 'eidolon_2', 'greedyverse']",give cyrene well kit not lock potential eidolon_2 greedyverse
"this game fell of so hard with time, story is still good but barely any content, design creep and new ways to beg for your money is what you're walking into",1,156,31,"['game', 'fell', 'hard', 'story', 'still', 'good', 'barely', 'design', 'creep', 'new', 'way', 'beg', 'money', 'walking']",game fell hard story still good barely design creep new way beg money walking
They're greedy as hell. Creating a kit that literally forces you to spend more money for such an anticipated character is nasty work.,1,133,23,"['greedy', 'hell', 'create', 'kit', 'literally', 'force', 'spend', 'money', 'anticipate', 'character', 'nasty', 'work']",greedy hell create kit literally force spend money anticipate character nasty work
no color or image of game on my chome pixelbook. guess game not for this device but you can download it on the device.,1,118,24,"['no', 'color', 'image', 'game', 'chome', 'pixelbook', 'guess', 'game', 'not', 'device', 'download', 'device']",no color image game chome pixelbook guess game not device download device
hyping up for characters just to give them dog water kits,1,57,11,"['hype', 'character', 'give', 'dog', 'water', 'kit']",hype character give dog water kit
"The animation is pretty good because HSR is a turn based game. HI3 might be worse than HSR in terms of powercreep, but both easily top the list as HoYoverse’s most powercrept games.",1,181,33,"['animation', 'pretty', 'good', 'turn', 'base', 'game', 'hi3', 'might', 'worse', 'term', 'powercreep', 'easily', 'top', 'list', 'powercrept']",animation pretty good turn base game hi3 might worse term powercreep easily top list powercrept
"They absolutely made s garbage it for my favorite character as well as the most awaited character ""Cyrene"". They are just pushing the limits of E2 bait and the popularity of Elysia expy to sell a trash kit on a popular character. I just expect Hoyo to face the consequences.",1,274,50,"['absolutely', 'make', 'garbage', 'favorite', 'character', 'well', 'awaited', 'character', 'cyrene', 'push', 'limit', 'eidolon_2', 'bait', 'popularity', 'elysia', 'expy', 'sell', 'trash', 'kit', 'popular', 'character', 'expect', 'face', 'consequence']",absolutely make garbage favorite character well awaited character cyrene push limit eidolon_2 bait popularity elysia expy sell trash kit popular character expect face consequence
"idk why but every time I draw, I always lose to guarantee 70-80/80 of my choice, it's already 2 times since last daw pls fix this, it's quiet disappointing I really want to get new 5 star Character/lightcone but to draw another 80! that's too much, I'm just F2P, if this continues I will quit and never play again😤😭",2,315,59,"['idk', 'every', 'draw', 'always', 'lose', 'guarantee', '70', '80', '80', 'choice', 'already', 'time', 'since', 'last', 'daw', 'pls', 'fix', 'quiet', 'disappoint', 'really', 'want', 'get', 'new', 'character', 'lightcone', 'draw', 'another', '80', 'much', 'free_to_play', 'continue', 'quit', 'never']",idk every draw always lose guarantee 70 80 80 choice already time since last daw pls fix quiet disappoint really want get new character lightcone draw another 80 much free_to_play continue quit never
"the developers are super lazy. New areas aren't detailed as much as before. this game is greedy af as well, no major f2p lightcones for premium teams, locking base character kits in lightcones or eidolons.",1,205,35,"['developer', 'super', 'lazy', 'new', 'area', 'detail', 'much', 'game', 'greedy', 'af', 'well', 'no', 'major', 'free_to_play', 'lightcones', 'premium', 'team', 'lock', 'base', 'character', 'kit', 'lightcones', 'eidolons']",developer super lazy new area detail much game greedy af well no major free_to_play lightcones premium team lock base character kit lightcones eidolons
can the game not stay open when i go to another app on my phone?,1,64,15,"['game', 'not', 'stay', 'open', 'go', 'another', 'app', 'phone']",game not stay open go another app phone
"characters now not only being powercreep but now new characters required pair to work and soon will also be powercreep. So instead of only 1 not being able to use in future update you will now have a team that will not be able to use because of the constant powercreep and partner requirement. As a player since 1.x version, this game has really gone downhill.",1,360,66,"['character', 'not', 'powercreep', 'new', 'character', 'require', 'pair', 'work', 'soon', 'also', 'powercreep', 'instead', 'not', 'able', 'use', 'future', 'update', 'team', 'not', 'able', 'use', 'constant', 'powercreep', 'partner', 'requirement', 'since', 'version', 'game', 'really', 'go', 'downhill']",character not powercreep new character require pair work soon also powercreep instead not able use future update team not able use constant powercreep partner requirement since version game really go downhill
Story? Mid. Gameplay? Aight. Gacha? Atrocious. Balance? Don't even think about it. Yup. It's Hoyoverse time. Edit: Holy HP inflation batman fix ts.,1,147,23,"['story', 'mid', 'gameplay', 'aight', 'gacha', 'atrocious', 'balance', 'not', 'even', 'think', 'yup', 'edit', 'holy', 'health', 'inflation', 'batman', 'fix', 't']",story mid gameplay aight gacha atrocious balance not even think yup edit holy health inflation batman fix t
"glad I stopped playing nothing has been interesting for three whole versions. The instant effect of power creep whenever a new character is released is really noticeable, and the constant dependency on specific characters makes others essentially useless. Taking breaks will punish you severely, also dot sucks. even though they fixed dot this version (which I doubt) it's really funny it took them a hefty amount of time to fix dot",1,432,71,"['glad', 'stop', 'nothing', 'interesting', 'three', 'whole', 'version', 'instant', 'effect', 'power', 'creep', 'whenever', 'new', 'character', 'release', 'really', 'noticeable', 'constant', 'dependency', 'specific', 'character', 'make', 'others', 'essentially', 'useless', 'take', 'breaks', 'punish', 'severely', 'also', 'dot', 'suck', 'even', 'though', 'fix', 'dot', 'version', 'doubt', 'really', 'funny', 'take', 'hefty', 'amount', 'fix', 'dot']",glad stop nothing interesting three whole version instant effect power creep whenever new character release really noticeable constant dependency specific character make others essentially useless take breaks punish severely also dot suck even though fix dot version doubt really funny take hefty amount fix dot
"One word, GREED. I used to love this game but seeing how the devs choose to lock certain mechanics which should've been on the base kit on a character is disgusting. Lack of usable 4 star characters and almost every team needs a Premium character and or not limited to their own Lightcones as well. You can Count on Hoyoverse to ruin the fun on their games!",1,357,67,"['one', 'word', 'greed', 'use', 'love', 'game', 'see', 'devs', 'choose', 'lock', 'certain', 'mechanic', 'base', 'kit', 'character', 'disgust', 'lack', 'usable', 'character', 'almost', 'every', 'team', 'need', 'premium', 'character', 'not', 'limited', 'lightcones', 'well', 'count', 'ruin', 'fun']",one word greed use love game see devs choose lock certain mechanic base kit character disgust lack usable character almost every team need premium character not limited lightcones well count ruin fun
Changing to 1 star for the difficulty spike in MoC and PF as well as the upcoming bloated enemy HP you'll be adding next update. Also for adding Sunday into the main cast. Edit: the new Anomaly arbitration game mode you released sucks.,1,235,43,"['change', 'difficulty', 'spike', 'moc', 'pf', 'well', 'upcoming', 'bloat', 'enemy', 'health', 'add', 'next', 'update', 'also', 'add', 'sunday', 'main', 'cast', 'edit', 'new', 'anomaly', 'arbitration', 'game', 'mode', 'release', 'suck']",change difficulty spike moc pf well upcoming bloat enemy health add next update also add sunday main cast edit new anomaly arbitration game mode release suck
Haters will hate. cope with it people,5,37,7,"['hater', 'hate', 'cope', 'people']",hater hate cope people
"how disappointing I've played this for years, ptw",1,49,8,"['disappointing', 'year', 'ptw']",disappointing year ptw
I've been playing this game since 1.2 and i'm really happy with the new updates (especially with the skip button update),5,120,21,"['game', 'since', 'really', 'happy', 'new', 'update', 'especially', 'skip', 'button', 'update']",game since really happy new update especially skip button update
"I can't believe that Dev. choose to use specific buffs (newest pull character) on end-game content, i do know that how they sell that character. After they abusing HP Inflation now they Abuse Buff onto specific character, also releasing only 5* Limited character in entire 3.0 until 3.6 version is diabolical (no 4* character since patch 2.5). i do believe they'll keep abusing these method in future.",1,401,67,"['not', 'believe', 'dev', 'choose', 'use', 'specific', 'buff', 'new', 'pull', 'character', 'end', 'game', 'know', 'sell', 'character', 'abuse', 'health', 'inflation', 'abuse', 'buff', 'onto', 'specific', 'character', 'also', 'release', 'limited', 'character', 'entire', 'version', 'diabolical', 'no', 'character', 'since', 'patch', 'believe', 'keep', 'abuse', 'method', 'future']",not believe dev choose use specific buff new pull character end game know sell character abuse health inflation abuse buff onto specific character also release limited character entire version diabolical no character since patch believe keep abuse method future
I can't even use my bluetooth earbuds to listen to it on mobile. it still plays the audio but it's just a glitchy and it irritates me because I like using my Bluetooth earbuds while gaming. Is there a way to make it work or can plz fix it not.,3,243,50,"['not', 'even', 'use', 'bluetooth', 'earbuds', 'listen', 'mobile', 'still', 'play', 'audio', 'glitchy', 'irritates', 'like', 'use', 'bluetooth', 'earbuds', 'game', 'way', 'make', 'work', 'plz', 'fix', 'not']",not even use bluetooth earbuds listen mobile still play audio glitchy irritates like use bluetooth earbuds game way make work plz fix not
Please don't add any other global passives like the game is fine without them it's so greedy and unnecessary,1,108,19,"['please', 'not', 'add', 'global', 'passive', 'like', 'game', 'fine', 'without', 'greedy', 'unnecessary']",please not add global passive like game fine without greedy unnecessary
This is one of the best games I have ever played,5,48,11,"['one', 'best', 'ever']",one best ever
"seriously what happened to the game. came back and everything is worse, extremely pay to win",1,92,16,"['seriously', 'happen', 'game', 'come', 'back', 'everything', 'worse', 'extremely', 'pay', 'win']",seriously happen game come back everything worse extremely pay win
"Too much powercreep, you need every character and the lightcone as well as their dupes to clear endgame. Their story is hella long and bad.",1,139,25,"['much', 'powercreep', 'need', 'every', 'character', 'lightcone', 'well', 'dupe', 'clear', 'endgame', 'story', 'hella', 'long', 'bad']",much powercreep need every character lightcone well dupe clear endgame story hella long bad
