review_text,rating,review_date
"uninstall this game before its too late. this is a game and company who desperately tries to desensitise its players from their absurd greediness and obviously caters much more to whales than f2p. cyrene's full kit (e2) is locked behind ~600 us dollars on average (or months of saving and struggling, which means that you dont get to pull her only viable teammates). her at e0 is simply a complete joke. we demand another zhongli situation :)",1,2025-10-20 06:24:10
I really wish the game could be as good as back in belobog,1,2025-10-20 04:33:09
I loved the game but it needs way more storage now 😔,4,2025-10-20 04:18:50
I can't wait for the sparkle banner to rerun😮‍💨,4,2025-10-20 00:31:08
"I love honkai Star Rail, and I started playing 6 months after the game was released. I love how the characters and places are as well as the bosses, which are fun, but I do have to say I wished we could play the game on the vr because most of the time my phone lags a bit and I would rather play on my vr. if any developers can do something about it I would love it cause I love this game.",5,2025-10-20 00:20:51
"favourite hoyo game! extremely gracious, characters don't really matter to hard (at least in my experience) the only complaint is that the tutorial is waaaaayyy too long. but I've been playing since 1.0 and I sincerely enjoy this game more than genshin",5,2025-10-20 00:06:07
hoyo... how am i supposed to play if you won't let me log in?? I've been trying for a whole week already to get in through my fb account!!!!!,2,2025-10-19 22:28:14
whyyy mem isn't a permanent companion I'm not satisfied others want it as a permanent companion in game instead you people disappointed everyone by turning it into person no wonder the game is only in three star you pissed off everyone 😡😡😡😡,1,2025-10-19 21:56:42
Worst game ever. Very disappointing defo do not play!!,1,2025-10-19 20:10:04
they gave me so good,5,2025-10-19 18:08:01
Always be my fav game,5,2025-10-19 17:43:36
no need for words game itself is peak! and for upcoming updates will always eat! HSR has truly become my favourite turn based game! and thanks for giving the trauma too,5,2025-10-19 14:58:39
"Honestly this game has been good. The only thing that pisses me off is that everytime i want to log in to the game i got ""error code 1001_3"". this actually disturbs my play time and it usually take 20 mins of trying to log in until i can play the game. Please fix this omg. ihave been having this problem for MONTHS and its still not fixed.",3,2025-10-19 14:17:12
"""You will be milked like there is no tomorrow"" that was the current state of the game, they release 2 new characters each patch. they will be usefull only for a short time, because powercreep in this game is so high. And the potential of the characters is lock behind either on Lightcone (Weapon), Eidolons, or even both. Kinda sad tbh, even my account with Monthly Supply Express cannot even keep up. i think i'm gonna stop spending in this game.",2,2025-10-19 14:07:18
BUFF CYRENE YOU DIDNT GIVE HER GOOD ANIMATIONS FOR NOTHING,1,2025-10-19 12:59:25
Wish it were on Xbox,3,2025-10-19 11:41:29
my son plays it every day thank you,4,2025-10-19 11:38:26
"can't get myself to enjoy the story, every cn gacha dev should learn what a good dialogue and a good pacing is and please have some creativity especially on character design, learn to create something original",1,2025-10-19 10:18:20
"I actually love this game, free 5 stars when you don't get the 5 star on gacha or if it ended and I actually love their ultimate, the good reason is they actually made an animation ult on 4 stars too maybe unlike gendhin impact, I actually love this game now than Genshin Impact because I haven't get any 5 stars there, Honksi star rail you're the best!",5,2025-10-19 09:31:42
cool game reminds me of the old school final fantasy saga,4,2025-10-19 01:46:18
"This is actually my favorite game. I enjoy the stories very much. I find the writing, characterisations, and world building very appealing. However, this game can be very boring/repetitive. It barely has long-lasting events which makes maintenance and daily gameplay super dull. I wish we could do more things here, because if you have no resin you basically have nothing to do. Please fix Cyrene too",3,2025-10-18 21:56:52
"it's a pretty good app, just like genshin impact, i love everything about it but it always kicks me out when i try to play it, for a brief momment i see a black screen before i get kicked out, i dowloaded this game on my chromebook and i don't know how to fix it, pls help me and tell me what to do !",2,2025-10-18 21:21:12
"Update: it's been a long time since my initial happy and satisfied review but at this point I genuinely cannot recommend this game. the ongoing narrative is underwhelming and bad, combat has been reduced to just having the newest strongest units in the game requiring zero strategy and content has been incredibly light. if you're looking for a good turn based RPG just look into Expedition or Trails please this is not worth your time. hoping the last story patch delivers but if not I'm dropping.",1,2025-10-18 21:17:02
"come on, fix Cyrene's kit. the most anticipated character w the worst kit? the bad thing about hoyo is they never listen even when community pressures them. same thing about castorice global passive, shut the whole community down. the only reason I'm still playing this game because the story is good and characters design, but thats about it.",1,2025-10-18 19:38:09
free to play friendly.,5,2025-10-18 18:24:38
quite good also best for ESY GACHA RPG GAMES BUT ..4STAR FOR LOW MAPS ETC,4,2025-10-18 17:40:47
not a big fan of the turn based combat but at least let me jump,3,2025-10-18 17:35:03
the design are awesome and generous rewards at start of patches and two free good 5 star? and as in service wise good too tho their is the powercreep,5,2025-10-18 16:37:59
I like this game. This game is so nice.So I am rating five star.💖🤗,5,2025-10-18 16:07:15
Please give me soft pity even once,5,2025-10-18 15:19:31
become my favourite so far,5,2025-10-18 14:59:20
I can't even open the game!,1,2025-10-18 14:48:57
"It's even less worth it after seeing this Cyrene v4 vkit, who knows what the developer was thinking",1,2025-10-18 13:06:27
MAKE CYRENES KIT BETTER. HER ULT REGENERATION IS SO SLOW AND TAKES A WHOLE CYCLE FOR IT TO TRIGGER. SHE NEEDS E2 AND YOU NERFED HER LIGHTCONE.,1,2025-10-18 10:16:56
Powercrrep gila,5,2025-10-18 10:00:56
I don't know I just like the game,5,2025-10-18 09:15:28
"fix cyrene's kit, greedyverse makes the problems and sells the solution to their customers, what a dirty move",1,2025-10-18 05:01:04
"So overall this is a really great game, but whether your experience is good depends heavily on what device your playing on. It runs extremely slow on phones, lags and crashes a ton, even on the lowest settings. On a computer, however, it runs smoothly and easily on the highest settings. Besides that, the storyline is amazing, the characters are relatable, the dialogue is funny although can be tedious, and the battle mechanics are pretty fair. The visuals and graphics are incredible as well.",4,2025-10-18 03:52:05
"I love this game to death, but the constant crashing and glitches with flickering screen has made playing this game a hassle. My phone is well above the device requirement and I have plenty of space, so I don't know what the problem is. If this problem is fixed I would love to rate the game 5 stars.",3,2025-10-18 03:00:53
"been playing since 2.0,and all updates so far have been amazing,though the end game is kinda annoying since of how hard it is to complete.. But this remains one of my favourite turn base game.",4,2025-10-18 01:26:06
not a game for F2P,1,2025-10-18 00:30:11
"I absolutely loved Penacony, but don't really care for anything else in the game, except Yanqing, I care for Yanqing, he deserves the best. Still, the game just gets sooo boring at times.",4,2025-10-17 23:59:50
Cyrene needs better changes to her kit and make it completely viable for all amphoreus characters. Make her charge her ultimate faster.,1,2025-10-17 21:44:09
"It was nice when it started but as the game progresses, it doesn't seem really worth it anymore story is fine, game system is good but with regards to hp inflation, powercreep, and now the demand of needing to pulling for a character with either their signature LC or eidilons is just very punishing, especially to those who are purely F2P. I love the game but just to consider the worthness, it's not worth it anymore if it keeps getting harder keep up.",1,2025-10-17 21:38:28
Terrible game to play if you want a game that actually requires strategy and thinking,2,2025-10-17 20:48:48
"Can't login to my account anymore. It shows under hoyoverse app but whenever i login, it gives me a new account.",1,2025-10-17 20:41:50
the absolute mountain of power creep and then recently cyrenes kit just kills the entire game for me.,1,2025-10-17 19:16:27
"Hoyoverse makes very good stories I tell you that. But gacha and gameplay, its literally dogwater. HSR Gacha will leave you crying especially if your f2p, because limited 5 star characters gets powercreeped heavily. And your favorite characters becomes useless, unless you really like the character and invest on them a lot. The game also gives on average small amounts of pulls like 40 or 50, which is not enough to guarantee a character. All in all: play for story, don't for the powercreep.",3,2025-10-17 18:57:28
So my issue with honkai star rail is that I'm just doing the 3.6 quest and I accidently left it off from there and now I keep seeing the black screen pls hoyo fix this,5,2025-10-17 18:17:59
HSR devs are getting increasingly greedy each patch and never listen...,1,2025-10-17 18:07:05
it's good better then other gacha games,4,2025-10-17 17:23:42
after downloading 4gb theres an additional 32gb really... what for,1,2025-10-17 16:50:35
What's the point of the Beta Test if yall wont listen to your Community? do u really think putting here Solution on her E2 would make you worth praising?,1,2025-10-17 16:38:07
This game is amazing. The fact u can get so many characters the game play and places u can go as someone who mains jiaoqiu yanqing acheron and loucha they r some of the best characters out their SUNDAY LOOKS AMAZING HOYO I HOPE U CAN GIVE ME SUNDAY AND HIS LIGHT CONE EARLY PLS HOYO!!!(update got sunday and his light cone then mydei then seele and now trying to get anaxa),5,2025-10-17 16:23:54
"i love the game, please make more sexy male characters.",5,2025-10-17 16:18:49
"i enjoy the story, but my e6 premium firefly team could hardly keep up with the constant powercreeping of this game and its overshadowed majority of what i enjoy in this game now. hoyo is never beating the allegations of being the worst at endgame balancing.",1,2025-10-17 15:36:08
"Give Cyrene better kit and don't lock her potential on her E2, you Greedyverse.",1,2025-10-17 14:48:07
"this game fell of so hard with time, story is still good but barely any content, design creep and new ways to beg for your money is what you're walking into",1,2025-10-17 14:45:58
They're greedy as hell. Creating a kit that literally forces you to spend more money for such an anticipated character is nasty work.,1,2025-10-17 14:38:31
no color or image of game on my chome pixelbook. guess game not for this device but you can download it on the device.,1,2025-10-17 12:55:42
hyping up for characters just to give them dog water kits,1,2025-10-17 11:59:03
"The animation is pretty good because HSR is a turn based game. HI3 might be worse than HSR in terms of powercreep, but both easily top the list as HoYoverse’s most powercrept games.",1,2025-10-17 11:37:27
"They absolutely made s garbage it for my favorite character as well as the most awaited character ""Cyrene"". They are just pushing the limits of E2 bait and the popularity of Elysia expy to sell a trash kit on a popular character. I just expect Hoyo to face the consequences.",1,2025-10-17 11:11:55
"idk why but every time I draw, I always lose to guarantee 70-80/80 of my choice, it's already 2 times since last daw pls fix this, it's quiet disappointing I really want to get new 5 star Character/lightcone but to draw another 80! that's too much, I'm just F2P, if this continues I will quit and never play again😤😭",2,2025-10-17 05:57:07
"the developers are super lazy. New areas aren't detailed as much as before. this game is greedy af as well, no major f2p lightcones for premium teams, locking base character kits in lightcones or eidolons.",1,2025-10-17 03:39:54
can the game not stay open when i go to another app on my phone?,1,2025-10-17 02:10:33
"characters now not only being powercreep but now new characters required pair to work and soon will also be powercreep. So instead of only 1 not being able to use in future update you will now have a team that will not be able to use because of the constant powercreep and partner requirement. As a player since 1.x version, this game has really gone downhill.",1,2025-10-17 00:32:46
Story? Mid. Gameplay? Aight. Gacha? Atrocious. Balance? Don't even think about it. Yup. It's Hoyoverse time. Edit: Holy HP inflation batman fix ts.,1,2025-10-16 23:17:44
"glad I stopped playing nothing has been interesting for three whole versions. The instant effect of power creep whenever a new character is released is really noticeable, and the constant dependency on specific characters makes others essentially useless. Taking breaks will punish you severely, also dot sucks. even though they fixed dot this version (which I doubt) it's really funny it took them a hefty amount of time to fix dot",1,2025-10-16 22:53:18
"One word, GREED. I used to love this game but seeing how the devs choose to lock certain mechanics which should've been on the base kit on a character is disgusting. Lack of usable 4 star characters and almost every team needs a Premium character and or not limited to their own Lightcones as well. You can Count on Hoyoverse to ruin the fun on their games!",1,2025-10-16 21:30:41
Changing to 1 star for the difficulty spike in MoC and PF as well as the upcoming bloated enemy HP you'll be adding next update. Also for adding Sunday into the main cast. Edit: the new Anomaly arbitration game mode you released sucks.,1,2025-10-16 20:58:25
Haters will hate. cope with it people,5,2025-10-16 19:20:32
"how disappointing I've played this for years, ptw",1,2025-10-16 18:40:31
I've been playing this game since 1.2 and i'm really happy with the new updates (especially with the skip button update),5,2025-10-16 18:20:48
"I can't believe that Dev. choose to use specific buffs (newest pull character) on end-game content, i do know that how they sell that character. After they abusing HP Inflation now they Abuse Buff onto specific character, also releasing only 5* Limited character in entire 3.0 until 3.6 version is diabolical (no 4* character since patch 2.5). i do believe they'll keep abusing these method in future.",1,2025-10-16 17:36:33
I can't even use my bluetooth earbuds to listen to it on mobile. it still plays the audio but it's just a glitchy and it irritates me because I like using my Bluetooth earbuds while gaming. Is there a way to make it work or can plz fix it not.,3,2025-10-16 16:19:04
Please don't add any other global passives like the game is fine without them it's so greedy and unnecessary,1,2025-10-16 16:13:37
This is one of the best games I have ever played,5,2025-10-16 16:05:57
"seriously what happened to the game. came back and everything is worse, extremely pay to win",1,2025-10-16 13:17:04
"Too much powercreep, you need every character and the lightcone as well as their dupes to clear endgame. Their story is hella long and bad.",1,2025-10-16 10:53:55
"Honkai: Star Rail is a masterpiece., it delivers a truly premium RPG experience. Whether you're a Honkai veteran or a newcomer, this game is an unforgettable ride through the stars. for my honest opinion it's incredibly well made for anyone who wants a game that 5 months after playing you won't get enough of it, I love to imagine what happens next after every cliffhanger cutscenes",5,2025-10-16 07:58:20
"Absolute garbonzo. Power creep every character release. For any hoyo shill glaze eating dck sucking hoes, try clearing the latest MOC with 1.0 or even 2.0 character line up with f2p or even low spender account even with top 1% artifacts (which i bet you dont have). Im waiting.",1,2025-10-16 06:30:13
rewards sucks,1,2025-10-16 06:29:34
"Okay, edit time. I took a break and now I'm back and the honkai power creep has happened. Sad.",2,2025-10-16 04:08:10
it is one of the best game I've ever played. with lots of cool characters and lots of other stuff one thing I like is that the high and beautiful graphic that's impresses me a lot I love this game very much 😊,5,2025-10-16 03:40:45
its a gacha. appeal to the whales and noone else.,1,2025-10-16 01:29:48
Nice they put skip button now,5,2025-10-15 21:33:45
what happened to the game? I have a Samsung Galaxy Z fold 3 and can't get past the train.,2,2025-10-15 20:35:38
"It was a good game in the beginning, but powercreep is here and hp inflation so heroes back then struggle. cause of this I was gonna rate it 2 stars, but when they introduced story skip now it's 4 stars and I get more time!!",4,2025-10-15 18:53:22
"have been playing since 1.0, it's just perfect for someone who enjoys the story like me. the overall gameplay is nice and easy to learn too!",5,2025-10-15 18:09:08
fun but a very very long story quest,5,2025-10-15 17:20:38
saw a lot about people having trouble doing the main quest with old units all I have to say is get good skill issue i have no problem and I still use old units.,5,2025-10-15 15:39:16
"It's an OK RPG, it lacks the ability to easily play around with effective team comps and abilities due to the gatcha and heavy investment of in game resources to make any character usable. I'd recommend any other ""classic"" non micro transaction RPG over this.",3,2025-10-15 13:02:04
just got back to the game again. I now understand the bad reviews. This new challenges and events are just quite impossible for my old team to do. it's like the devs really dont want to give the rewards.,1,2025-10-15 12:44:30
I LOVE THIS GAME A LOT.,5,2025-10-15 12:30:52
I am done with the power creep hp inflation I loved the game because this was the game that got me rlly into gacha now it's dead to me and the game might due in 1.5 yrs from now goodbye old friend but ur my enemy,2,2025-10-15 12:09:53
effing hp inf,1,2025-10-15 08:49:36
Very nice game,5,2025-10-15 07:15:01
why this game suddenly crashed although it used to be nice game,1,2025-10-15 06:56:11
"Unfortunately this game went way down hill around 3.0 amphoreus (although the cracks were showing around 2.7) but then anniversary hit and they really just dropped the ball. Going full pay to win with top-up events and global passives on new characters, forcing you to pull new units or you fall behind. Paried with the drop in quality of the story with bloat, lack of VAs and effort compared to 1.0, it's sad to see how hard this game fell off. Good luck to new players with all the power creep!",1,2025-10-15 04:13:35
for losing 50:50 too many times. will delete if my 50:50 win lose ratio is at least 50% in the future >:(,1,2025-10-15 01:30:16
"The power creep in this game is insane. The good thing is that I'm not playing for the endgame but the characters (Although I quit after the worst story experience in 3.0) I'm not a lore player, I'm just like the characters & want to know more about them. Come back after knowing that I can finally be able to skip useless NPC & characters that I don't care about. As a casual Tall Adult Male/Female Characters collector, this game is more fun than the other games.",5,2025-10-15 01:19:26
"Very good animation and design character, support many languages, platform. Have many post content forum and guide in HoyoLab app. Just be prepare for F2P player, because the endgame content is hard. Although the recently story is boring.",5,2025-10-15 00:55:42
"This game gives you a gambling addiction, but trust me, it's so worth it (don't spend money on the game unless it's really worth it. I'm in debt..)",5,2025-10-14 23:07:43
resources update is crashing. re installing not working,1,2025-10-14 22:58:44
"well, skill and management issue, git gut. game is okay-ish",4,2025-10-14 22:43:32
Spent all 2400 trailblaze power and only got 2 useful artifacts. I'm quitting. I'm done. luck base? nah this is pure bad luck.,1,2025-10-14 18:56:31
Love this game 2 death,5,2025-10-14 14:32:32
"Lots of better fish in the sea out there, boys. Take my word and don't waste your time on this, you deserve better.",1,2025-10-14 14:30:06
Too many powercreeps even till now and some 5 star characters in the story are useless yet they're considered 5 stars and some characters needed eidolon and lc just to make them effective and endgame modes aren't skill checks but money checks,1,2025-10-14 10:19:31
"this game is good, but i want to ravamp Seele 😭😭 she's my favorite the Hunt character.. she's so useless in amphoreus",5,2025-10-14 09:38:52
"Hey developers, I recently started to experience extreme flickering on my screen and all my characters are uncanny and creepy and even some of them doesn't even have a head. Please fix this bug...If it's because of my phone... please lower the requirement too because My phone is 6GB RAM which is a phone from 2016... please fix it...I don't want my progress ended there and my recent 5 star is Castorice (F2p)",5,2025-10-14 06:47:34
I'm not f2p so this game ain't hard but even as a f2p is not even that bad but the moment you done everything in the game that's it,5,2025-10-14 00:40:10
"I used to love the game, and played for two years - however after a six month hiatus, I was a bit shocked at how much harder it became to clear MAIN STORY QUEST CONTENT with my old units. Endgame with my old characters is impossible. I stopped caring about that - but for power creep to get bad enough to where my old characters were struggling to clear MAIN STORY CONTENT is unacceptable. I have to pull new units to keep up with clearing the main story, and not even endgame content. Scummy.",1,2025-10-13 23:54:01
Suck gacha spend a lot for nothing in banner pity? Didn't get anything usefull Uninstall before broken edit. what to suggest when what your team pursuit was perspective to get more to spend to gacha? not the experience for play or story? any health and sane player will chose to too uninstall,1,2025-10-13 22:11:11
"I loved this game at first. I still do like it quite a bit, especially with amphoreus out, and the story being so interesting; but the rewards we get have reduced, and the sheer amount of characters we need have increased. There are only 5 star characters being released now, and with the introduction of global passives, I can only see the meta going downhill. There are always new mechanics and best inslot characters, and as much as I would love to pull, I literally cant",4,2025-10-13 19:09:59
it sucks,1,2025-10-13 19:09:51
It's not a mistake it's a masterpiece i love this game,5,2025-10-13 16:42:23
love this game also the is game is one of my favorite plus I really like the storyline of this hope the add more crossover in the future because the fate night is limited edition and it was really cool,5,2025-10-13 15:58:40
I absolutely ADORE the lore and story in the game. I actually played it first before trying out it's sister game Genshin Impact (which is my favorite) and I adore the characters and their stories in this game!!!!,5,2025-10-13 10:56:57
"simply because of putting caelus only in playstore's featured stories when there are two mc. :) if you're gonna put the mc, display stelle as well",2,2025-10-13 10:07:03
"It's a really good game, but the storage it takes up is absurdddddd!",4,2025-10-13 06:40:16
The open world isn't that great,1,2025-10-13 06:06:21
cant even open the game just stuck at the screen when you first open the game,2,2025-10-13 05:49:38
"Characters release so frequently that you barely have any time to get to know them before the devs try to sell you the next character. So much power creeping, and the global passive for when a character isnt even on the team concerns me.",3,2025-10-13 03:06:13
"As a person who has played other miyohoyo games and other turn based games, this I can honestly say is the best game, I am a f2p my luck in genshin impact is horrible they barely give anything but in hsr there is so much to do that's not overwhelming for new players, the system is rewarding and the story just keeps getting better, character designs are phenomenal and I really recommend this game to anyone who wants a story and a fun playstyle",5,2025-10-13 02:18:33
Not exciting for me because of the type of combat system.,2,2025-10-13 00:25:08
story and cut scene just awsome 😍,5,2025-10-12 22:02:16
Lost my account... completely lost and I dont have any proofs for recovery. It was binded but game progress is there... I only uninstalled the game for a few months,1,2025-10-12 21:22:34
"I didn't login to hsr only for like a few patches, not even a year and when I came back, my account is gone? what's all this hoyo?",1,2025-10-12 18:18:19
Was a 5/5 but now my game on my galaxy s25 ultra crashes everytime I talk to an npc or a cutscene starts. Edit- issue is fixed with new update and now I can finally catch up with missed content.,5,2025-10-12 16:24:33
"I want to like HSR since I like Genshin but it's oversaturated with lore that is pointlessly extensive. The main story being really long is okay but every “minigame” or extra branch in the world does not need novel-lengths of text. The menu and every game mechanic is also needlessly complex, convoluted and there's far too much going on. There’s no way things couldn’t have been handled more efficiently and cleanly.",1,2025-10-12 16:15:54
it has become new normal of a p2p game.,1,2025-10-12 16:04:35
the characters and story are good,4,2025-10-12 10:36:28
I love games like this I would love for more game like this to be available for mobile I don't really have to many complaints it's only one but every time I delete the game I wish to it gave the option it to login to my Google account so it loads my data automatically and not make me wait nearly two hours before it fully downloads and still won't load fully bc of the train loading screen but otherwise I love this game even tho I played very little bc of this :),4,2025-10-12 07:47:27
It's a fantastic game to play. I really love this game 😍🤩,5,2025-10-12 06:22:14
"I absolutely love this game, I didn't know if I would like the turn based RPG style but I really love it. Very F2P friendly, I have not spent a single dime on this game and yet I have some cracked characters. The Main story Gameplay is balanced and the endgame content is noice. EDIT: people complain about power creep but I don't think it ruins the experience, Amphoraes will always be my favorite, it's long but at least I'm reading something im interested in and passionate about(unlike in school)",5,2025-10-12 00:08:01
love this game so much please let me change my Stella to Caelus that's all thank you<3,5,2025-10-11 23:59:44
"Changing my review, still 1 star since there's little to none events to even secure the collab characters.",1,2025-10-11 23:15:13
"I can't play, I'm stuck on the loading screen even after I've downloaded the resources.",1,2025-10-11 23:13:49
"Constant powercreep+HP inflation, ""endgame"" that always cycles around the current meta characters. Some characters rely on sig weapon / copies / other limited characters that you might not even like but have to pull to make them work. Also the 50/50 and all these terrible Hoyo practices with global passives as a cherry on top. The story is 3/5 at best, with barely any animations or movements, just characters staring at each other talking nonstop with convoluted terms and names 24/7.",2,2025-10-11 20:10:09
You still haven't fixed the Login issue. I'm using a brand new email and I still can't get a verification code. I've tried multiple times but it keeps using the same email even though it's not binded to my account anymore.,1,2025-10-11 19:07:41
Great Game,5,2025-10-11 16:32:19
Its good i love this kind of games,3,2025-10-11 16:03:40
"This game was great when it first came out, but due to incredibly stupid decisions by Hoyo, it has become just another trash gacha game. Virtually every character introduced in the first year is now unplayable because of purposeful powercreep. They keep introducing content that ONLY pay-to-win players can complete, and insist on pushing multi-player modes, despite being a turn-based, single player game. The only reason I still play is from the sunk cost fallacy.",1,2025-10-11 12:54:58
"AFTER ALL OF THIS I UNINSTALLED ALL OF MY GAMES AND EVEN CLEAR MY ENTIRE DATA AND IT STILL SAYS ""Downloading Resources Failed,Try again?"" LIKE AFTER ALL OF THAT I DELTE MY ENTIRE GAMES AND YET THIS TRAUMATISED ME SO BAD LIKE HSR FIX THIS PLEASE but overall the story is ABSLOUTE CINEMA Deserves to be the high rated of all writings I am proud of what they did Good work.",3,2025-10-11 12:48:35
Never taking 1 star rating off for this Hoyo game or any other.,1,2025-10-11 12:30:58
Sorry hsr but i cant log in into my google account because it keeps saying login failed pls help me,2,2025-10-11 11:31:07
good game but keep asking the players for more big size downloads has no sense unfortunately I can't continue playing it because it will eat the whole space of the phone,3,2025-10-11 11:22:25
I love the character design and combat,5,2025-10-11 10:51:24
"great game with amazing lore and storytelling but each patch has a new character making you pull for them otherwise you won't be able to clear the new endgame. events are less with good rewards but after you complete them, you often just open the game, do dailies and close the game. also the level cap of players has been lv70 for quite a long time and it doesn't seem like they are planning to increase it soon.",4,2025-10-11 09:13:30
"I stopped playing after the 3.0 version or something. Well, the material grinding in the game is plentiful, but character builds are different, you need to pay more for the latest patch. F2P is able to survive but gameplay is going limited. So if you want to do all the content = pay more, the latest or the more characters you can achieve, the better your gameplay will be. In the end it's a turn based game with gacha as support. I better pay a full game, hope hoyo create something like that.",3,2025-10-11 05:54:58
Now I remember why I quit this game months ago. The summoning system so bad that even after 30 time still no Legendary.,1,2025-10-11 05:14:00
All the characters look the same as honkai impact 3rd characters obviously,1,2025-10-10 18:35:30
I have nothing bad to say about HonkaiStarRail.It's a good game but i don't like that we can't play in co-op it's so boring.I also want to play with friends in co-op but...yeah other than the co-op problem everything else is alright,4,2025-10-10 08:39:07
"you could say people should give it a try... the game is awesome and all, the farming gets good and stuff but, you MUST have characters from previous updates that are not being re-run anymore in the next updates, so it will be so much harder for newer players to get into the rhythm of the Meta, i started on 3.1 and im fine because of the right choices i made, but i repent from not pulling several characters because of the lack pf F2P resources (luckily 4.x comes with better units)",4,2025-10-10 06:56:24
"among from another gacha game I think star rail is the best one, the story is fun, the characters model is better than Genshin for me. but the burst animation on my Sunday always bugged, I hope HoYoverse fix it, and I hate about the new boss and enemy, it's making me hard to play as a f2p",3,2025-10-10 06:25:00
wish there was a 0 star option,1,2025-10-10 05:02:43
Love the game and the story! Elysiaaa ♥️♥️♥️,5,2025-10-10 00:39:48
"I really love this game especially the cut scenes,building characters etc just one question: pls add more f2p remembrance lightcones",5,2025-10-09 23:12:09
"HP Inflation, devs not listening, super fast powercreep, enemy damage inflation, no new 4 star for 1 year, Amphoreus story is so loooooong. Low quality and low effort story telling/presentation. Terrible Relic/planar RNG.",1,2025-10-09 19:56:07
Amphoreus is nice but really long long because it has too much dialogue. character animations and cutscenes and even demos are animated really well but we should probably do without the power creep or even some character favouritism,5,2025-10-09 15:52:14
"annoying game... all chars you need are 5* then 4* chars are nonexistent or useless... also cust support sucks... accounts can't be logged in for months because of some unknown reason and when you email support they mostly say ""wait more..."" f u.",1,2025-10-09 15:36:09
4 stars because the Game is huge in size and the gacha rates are ridiculous as usual,4,2025-10-09 13:21:54
"Buisness model built based on power creeping and boosting sales by launching new character which feels op for that patch and repeat the cycle, play for the game not for yourself concept. with zero to none change in the actual issue. The community i know in discord poor community becoming slaves to the corporation. it was repulsive",1,2025-10-09 12:24:17
don't play this game ever,1,2025-10-09 09:34:20
LOVE ITTTTT,5,2025-10-09 09:00:41
Very fun and frustrating sometimes,5,2025-10-09 07:42:00
"I had a good run in Star Rail, played since early 1.0. If this game's community gonna judge and cancel people even VAs because of political views, then I'll be taking my departure. This community is gonna leave a horrible stain on this game.",1,2025-10-09 06:49:25
"ive just lost my account because of hacker taking my email and im trying to reach out the customer service and prove it with some evidence screenshot etc from my account but they said i dont have enough evidence, well im regret spending more than a year in your game and just lost it.",1,2025-10-09 04:47:33
"it would be a shame if we made an rpg with interesting character synergy and build potential and then made the majority of the cast impossible to acquire most of the time, and then pumped up enemy numbers to keep up with those super powerful characters that won't come back into rotation before you give up and move on.",2,2025-10-09 03:54:01
"5 months + farming not a single relic got total 3 double crit, sub stats gone trash always double hard pity powercrep comes before my characters gets their build ( still not build trash relic rng )",1,2025-10-09 02:47:34
Great game,5,2025-10-08 21:54:49
the best hoyo game,5,2025-10-08 21:38:29
horrible powercreep. so many of my old characters are sitting and collecting dust because theyre struggling to clear especially the endgame contents.,1,2025-10-08 20:12:00
"literally just 10 minutes ago that my acc glitched so much for a few minutes. this is the first time this is happening. all of this happened after i used ""support"" characters in domain. i can't help but worry my acc got hacked or maybe even my phone(which i hope not)",1,2025-10-08 18:41:03
"To be real, as much as i love the story, it could be much shorter and i hate the fact that every character gets outshined so quickly. No 4* anymore, no decent content unless you have the newest characters. It's sad. The game is good, but they should really relax with the 5* characters.",3,2025-10-08 18:18:52
I have genuinely never in my life played a game with this much emotional depth holy. If you like games that make you feel something this is is it.,5,2025-10-08 16:40:52
"Generally, is it a very good game, I love the gameplay and how a simple turn based combat can become so complex, and the story is very good as well. My only problem is the fact this game is so heavy.",3,2025-10-08 16:09:26
"It's a nice game amazing and big rewards especially to new players, very great for Free to play players too, easy to farm. But Meta is taking over the game now, a lot of characters are now Must-Pulls, most characters powercreep. I love the story, gameplay, and the characters. I hope they just make it less Meta focused in End-Game content and Forgotten Hall and other stuff. But some of characters are still good. Most characters after a new update are powercreep and some are unuseable now.",3,2025-10-08 16:08:48
"they were actually doing well with amphoreus even with it's rocky start but 3.5 is where I give up. It's so obvious that Cerydra and Hysilens are the filler of the planet and I genuinely DO NOT CARE for them. Should've stopped introducing Chrysos Heirs like 2 patches ago, at least Lygus made the story somewhat interesting but my god 3.5 sucks. This game is literally incapable of cooking a good story since Belobog.",1,2025-10-08 13:22:43
"My case still stands, your game sucks :/",1,2025-10-08 12:57:01
great comfort game if you know how to avoid the many psychological traps and only play it like a normal rpg (just the story and dont chase meta/character). dont expect long time viability as f2p/low spender unless you want to play the game like a 2nd job,1,2025-10-08 11:42:58
"I started playing because the characters from 1.0 intrigued me and were usable units up until 3.0. After Amphoreus, the powercreep became too much. It feels like my account is screwed without Tribbie and Phainon, despite me having Sunday, Castorice, and Anaxa. Overall, not worth the money you'll need to spend if you want to have any chance of clearing endgame content.",1,2025-10-08 11:26:39
"Good concept, bad execution With the amount of money they have, you would expect GREAT things from this game but no. The story is a 10 hours slop every patch with only 1-2 hours of good in it, the dev cant even spare the time to actually animate even the simplest of scene. Whether its holding an object, or even some simple facial animation. Instead, its hours and hours of repitition between hand on chest pose, empty hand out to give something. The lore IS amazing, too bad hoyo is too lazy.",1,2025-10-08 10:57:42
"a very good game, too bad it's ruined by extremely greedy and predatory company. Edit to revise to 1 star, there is no free option anymore, and even the premium units are incomplete, so you are forced to gamble for signature weapons.",1,2025-10-08 10:33:39
